DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
192020608,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0420,20,Olympic,2099,997,TRAFFIC COLLISION,,31,M,B,101,STREET,20TH                         ST,HOOVER                       ST,"{'longitude': '-118.2847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0382'}",22724,681,1282,,11,8
191919873,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0055,19,Mission,1902,997,TRAFFIC COLLISION,,44,M,X,101,STREET,DRONFIELD,POLK,"{'longitude': '-118.4472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.3156'}",18912,44,1529,,1,47
190128170,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0030,01,Central,0192,997,TRAFFIC COLLISION,,21,M,W,101,STREET,1300 S  FIGUEROA                     ST,,"{'longitude': '-118.268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0407'}",23076,546,1227,34,13,76
192119132,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2350,21,Topanga,2156,997,TRAFFIC COLLISION,,50,M,H,101,STREET,CANOGA                       AV,ERWIN                        ST,"{'longitude': '-118.5975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1829'}",19347,299,434,2,4,49
191521249,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,1940,15,N Hollywood,1527,997,TRAFFIC COLLISION,1300 0605 1501,37,M,H,101,STREET,VICTORY                      BL,TUJUNGA                      AV,"{'longitude': '-118.379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1867'}",8889,196,1076,,5,13
191120140,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,2015,11,Northeast,1172,997,TRAFFIC COLLISION,,63,F,O,101,STREET,SILVER LAKE,EFFIE,"{'longitude': '-118.2685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0893'}",23444,468,905,,8,90
190920525,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2000,09,Van Nuys,0941,997,TRAFFIC COLLISION,,33,F,W,101,STREET,BURBANK                      BL,SEPULVEDA                    BL,"{'longitude': '-118.4662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1721'}",19735,246,649,,7,83
191824076,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2310,18,Southeast,1801,997,TRAFFIC COLLISION,0605,23,F,B,101,STREET,HOOVER                       ST,90TH                         ST,"{'longitude': '-118.2869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9551'}",23675,801,931,7,14,45
190818913,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,2030,08,West LA,0835,997,TRAFFIC COLLISION,,47,F,H,101,STREET,BEVERLY GLEN,SANTA MONICA,"{'longitude': '-118.4361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0462'}",23443,860,736,9,6,75
191322998,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0200,13,Newton,1321,997,TRAFFIC COLLISION,,,M,H,101,STREET,MAPLE                        AV,ADAMS                        BL,"{'longitude': '-118.2654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0234'}",22727,704,815,7,13,6
191718714,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1458,17,Devonshire,1761,997,TRAFFIC COLLISION,,23,M,H,101,STREET,DE SOTO                      AV,PLUMMER                      ST,"{'longitude': '-118.6134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2448'}",4284,96,370,53,2,43
190222479,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,2050,02,Rampart,0202,997,TRAFFIC COLLISION,,,X,X,101,STREET,VIRGIL,SANTA MONICA,"{'longitude': '-118.2867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0909'}",23447,433,1285,16,8,58
190818873,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0150,08,West LA,0897,997,TRAFFIC COLLISION,,,M,H,101,STREET,NATIONAL,CANFIELD,"{'longitude': '-118.3946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0313'}",23451,879,1006,,6,95
190920518,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2341,09,Van Nuys,0935,997,TRAFFIC COLLISION,0605,17,M,O,101,STREET,VAN NUYS,VICTORY                      BL,"{'longitude': '-118.4487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1867'}",19729,236,290,,3,18
190818912,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1835,08,West LA,0849,997,TRAFFIC COLLISION,,40,M,W,101,STREET,SHERBOURNE                   AV,OLYMPIC                      BL,"{'longitude': '-118.3793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0594'}",23666,639,810,,6,95
190920523,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2000,09,Van Nuys,0933,997,TRAFFIC COLLISION,,35,M,H,101,STREET,14800    ERWIN                        ST,,"{'longitude': '-118.4553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1837'}",19735,239,1339,,3,18
190818914,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2335,08,West LA,0885,997,TRAFFIC COLLISION,,99,M,O,101,STREET,NATIONAL                     BL,OVERLAND                     AV,"{'longitude': '-118.4139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0405'}",24029,874,826,9,6,75
191424609,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0535,14,Pacific,1469,997,TRAFFIC COLLISION,,,M,O,101,STREET,LA CIENEGA                   BL,FAIRVIEW                     BL,"{'longitude': '-118.3704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9799'}",24351,926,758,10,10,16
191018306,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1600,10,West Valley,1012,997,TRAFFIC COLLISION,,23,F,H,101,STREET,AMIGO,COHASSET,"{'longitude': '-118.5382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2066'}",18909,250,278,,4,12
190920502,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0630,09,Van Nuys,0989,997,TRAFFIC COLLISION,,40,X,X,101,STREET,VENTURA                      BL,MATILIJA                     AV,"{'longitude': '-118.4338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1485'}",19736,332,693,6,7,83
191017194,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0845,15,N Hollywood,1523,997,TRAFFIC COLLISION,1300 0605 1501,55,M,O,101,STREET,GOODLAND,VICTORY,"{'longitude': '-118.4117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1867'}",8889,187,503,,5,70
191824075,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,1540,18,Southeast,1846,997,TRAFFIC COLLISION,0605,38,F,B,101,STREET,CENTRAL                      AV,92ND                         ST,"{'longitude': '-118.2502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9323'}",24354,821,1186,7,15,40
190920508,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0750,09,Van Nuys,0915,997,TRAFFIC COLLISION,,48,F,H,101,STREET,VAN NUYS,SHERMAN                      WY,"{'longitude': '-118.4487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2012'}",19733,215,880,,5,18
191227804,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0710,12,77th Street,1263,997,TRAFFIC COLLISION,0605,60,F,B,101,STREET,MANCHESTER                   AV,HARVARD                      BL,"{'longitude': '-118.3068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.96'}",23678,780,1074,7,14,20
191120145,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,2130,11,Northeast,1134,997,TRAFFIC COLLISION,,22,F,H,101,STREET,2100    CYPRESS                      AV,,"{'longitude': '-118.2363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1027'}",24030,390,1056,,11,56
191227833,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1930,12,77th Street,1268,997,TRAFFIC COLLISION,0605,55,M,B,101,STREET,MAIN                         ST,80TH                         ST,"{'longitude': '-118.2739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9669'}",22352,794,1002,7,13,46
191227812,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1000,12,77th Street,1259,997,TRAFFIC COLLISION,0605,39,M,H,101,STREET,CENTRAL                      AV,78TH                         ST,"{'longitude': '-118.2564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9685'}",22350,791,999,7,13,46
190222470,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1010,02,Rampart,0299,997,TRAFFIC COLLISION,,39,M,H,101,STREET,ALBANY                       ST,14TH                         ST,"{'longitude': '-118.275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0417'}",23076,695,661,,11,8
191824002,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,0648,18,Southeast,1824,997,TRAFFIC COLLISION,0605,44,M,H,101,STREET,CENTRAL                      AV,CENTURY                      BL,"{'longitude': '-118.2541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9457'}",22351,806,1176,7,14,45
190128172,2019-11-29T00:00:00.000,2019-11-28T00:00:00.000,2200,01,Central,0195,997,TRAFFIC COLLISION,,27,F,H,101,STREET,BROADWAY,17TH,"{'longitude': '-118.2641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0335'}",23076,693,1291,,9,76
191018291,2019-11-28T00:00:00.000,2019-11-28T00:00:00.000,1540,10,West Valley,1035,997,TRAFFIC COLLISION,,52,M,A,101,STREET,LINDLEY,VICTORY,"{'longitude': '-118.5273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1866'}",4286,267,305,,4,10
191227752,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,1900,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3037 3003 3025 3029 3101,38,M,H,101,STREET,GAGE                         AV,FIGUEROA                     ST,"{'longitude': '-118.2827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9824'}",23675,767,991,7,13,2
191823980,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1330,18,Southeast,1862,997,TRAFFIC COLLISION,0605,18,X,X,101,STREET,BROADWAY,120TH                        ST,"{'longitude': '-118.2782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9237'}",24355,816,719,7,15,53
191823992,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,2000,18,Southeast,1822,997,TRAFFIC COLLISION,1501,44,M,H,101,STREET,CENTURY                      BL,MAIN                         ST,"{'longitude': '-118.2739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9456'}",22352,804,1172,7,14,45
191424602,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1410,14,Pacific,1428,997,TRAFFIC COLLISION,1501,26,M,O,101,STREET,ROSE                         AV,OVERLAND,"{'longitude': '-118.4156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0257'}",23451,894,840,9,6,27
191227794,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0145,12,77th Street,1259,997,TRAFFIC COLLISION,0605,18,M,H,101,STREET,7400    WADSWORTH                    AV,,"{'longitude': '-118.2586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.973'}",22350,790,997,7,13,46
191718733,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1015,17,Devonshire,1781,997,TRAFFIC COLLISION,,16,F,W,101,STREET,DE SOTO                      AV,NORDHOFF                     ST,"{'longitude': '-118.5885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2355'}",4284,102,314,,2,43
191521191,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0800,15,N Hollywood,1596,997,TRAFFIC COLLISION,,29,M,W,101,STREET,FRUITLAND                    DR,VENTURA                      BL,"{'longitude': '-118.372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1411'}",8492,,712,6,5,84
190920487,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,2005,09,Van Nuys,0916,997,TRAFFIC COLLISION,,25,M,B,101,STREET,VANOWEN                      ST,WOODMAN                      AV,"{'longitude': '-118.4312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.194'}",19733,183,491,,5,70
191227798,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0740,12,77th Street,1211,997,TRAFFIC COLLISION,0605,29,M,H,101,STREET,4TH                          AV,57TH                         ST,"{'longitude': '-118.3215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9909'}",23674,752,1046,7,14,24
190222441,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1435,02,Rampart,0237,997,TRAFFIC COLLISION,,55,F,W,101,STREET,BEAUDRY,2ND,"{'longitude': '-118.2558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0574'}",23444,548,847,54,11,76
191018268,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,1950,10,West Valley,1028,997,TRAFFIC COLLISION,,28,F,B,101,STREET,DE CELIS                     PL,SHERMAN                      WY,"{'longitude': '-118.4946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2012'}",19734,263,300,,3,61
191120129,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,1500,11,Northeast,1102,997,TRAFFIC COLLISION,0605,33,F,H,101,STREET,BRUNSWICK                    AV,RIGALI                       AV,"{'longitude': '-118.2684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1289'}",23670,395,396,,8,42
191616928,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0530,16,Foothill,1611,997,TRAFFIC COLLISION,,46,M,B,101,STREET,13600    VAUGHN                       ST,,"{'longitude': '-118.4287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2771'}",18910,23,375,,1,11
190417411,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1900,04,Hollenbeck,0427,997,TRAFFIC COLLISION,0605,44,M,H,101,STREET,EASTERN                      AV,LOMBARDY,"{'longitude': '-118.1783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0778'}",23449,505,610,,9,91
191718671,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1620,17,Devonshire,1797,997,TRAFFIC COLLISION,,51,F,H,101,STREET,PARTHENIA                    ST,WOODLEY                      AV,"{'longitude': '-118.4851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2284'}",18914,121,252,,2,88
190222511,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0001,02,Rampart,0245,997,TRAFFIC COLLISION,,45,F,B,101,STREET,WILSHIRE,ALVARADO,"{'longitude': '-118.2795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0597'}",24352,560,884,,11,63
191718685,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0940,17,Devonshire,1791,997,TRAFFIC COLLISION,1501,38,M,H,101,STREET,MASON,SCHOENBORN,"{'longitude': '-118.5798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.221'}",4282,103,372,,4,66
190818871,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1730,08,West LA,0857,997,TRAFFIC COLLISION,0605,45,F,H,101,STREET,BAGLEY                       AV,MONTE                        DR,"{'longitude': '-118.3941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0531'}",23666,873,820,,6,95
190818847,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1145,08,West LA,0849,997,TRAFFIC COLLISION,,60,F,O,101,STREET,OLYMPIC                      BL,BEDFORD                      ST,"{'longitude': '-118.3803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0594'}",23666,639,810,,6,95
191823959,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,2215,18,Southeast,1881,997,TRAFFIC COLLISION,4025 3036 3004 3026 3101,25,M,H,101,STREET,VERMONT,REDONDO BEACH                BL,"{'longitude': '-118.2917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.8925'}",24684,941,761,7,15,53
190518753,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,2000,05,Harbor,0501,997,TRAFFIC COLLISION,,18,M,O,101,STREET,182ND                        ST,FIGUEROA                     ST,"{'longitude': '-118.2822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.8703'}",24685,943,779,,15,55
191424627,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1015,14,Pacific,1437,997,TRAFFIC COLLISION,1501,55,F,X,101,STREET,3700 S  SEPULVEDA                    BL,,"{'longitude': '-118.4188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0149'}",23451,896,1239,9,6,74
190720149,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,2115,07,Wilshire,0752,997,TRAFFIC COLLISION,1414,47,M,H,101,STREET,PICO                         BL,STEARNS                      DR,"{'longitude': '-118.3711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0524'}",23666,642,1099,,6,23
191919849,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,0840,19,Mission,1987,997,TRAFFIC COLLISION,,51,F,H,101,STREET,ROSCOE                       BL,VENTURA CANYON               AV,"{'longitude': '-118.4288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2217'}",19730,138,270,,3,41
190622944,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1330,06,Hollywood,0663,997,TRAFFIC COLLISION,,58,M,W,101,STREET,HIGHLAND,ROMAINE,"{'longitude': '-118.3386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.0889'}",23669,444,490,,7,34
191616953,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1840,16,Foothill,1653,997,TRAFFIC COLLISION,,32,M,O,101,STREET,KAGEL CANYON,SAN FERNANDO,"{'longitude': '-118.4143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.2559'}",18907,34,255,,1,11
191120123,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,2325,11,Northeast,1113,997,TRAFFIC COLLISION,,18,X,X,101,STREET,4900    WAWONA                       ST,,"{'longitude': '-118.2249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1385'}",23672,355,570,,9,60
191823965,2019-11-28T00:00:00.000,2019-11-27T00:00:00.000,2100,18,Southeast,1821,997,TRAFFIC COLLISION,4025 3037 3003 3025 3101,62,F,B,101,STREET,FIGUEROA                     ST,102ND                        ST,"{'longitude': '-118.2826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9437'}",22352,803,1165,7,14,45
190920473,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1320,09,Van Nuys,0991,997,TRAFFIC COLLISION,,47,M,H,101,STREET,MULHOLLAND                   DR,NICADA                       DR,"{'longitude': '-118.4489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '34.1314'}",24037,827,1359,46,7,83
191823988,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1620,18,Southeast,1822,997,TRAFFIC COLLISION,0605,18,X,X,101,STREET,100 E  97TH                         ST,,"{'longitude': '-118.2739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.9483'}",22352,804,1172,7,14,45
191424601,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000,1415,14,Pacific,1454,997,TRAFFIC COLLISION,1501,33,F,W,101,STREET,LINCOLN                      BL,CULVER                       BL,"{'longitude': '-118.433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'latitude': '33.976'}",25074,919,240,10,10,85
